iter	Logloss
643	0.2057275737
644	0.2056603915
645	0.2052943988
646	0.2049929345
647	0.2048161209
648	0.2047946857
649	0.204446956
650	0.2044320764
651	0.2042317054
652	0.2039274568
653	0.2036689675
654	0.2033495607
655	0.2030486843
656	0.2029571909
657	0.2025505821
658	0.2024794059
659	0.2020658152
660	0.2017452235
661	0.2015700386
662	0.2011704307
663	0.2008843284
664	0.2008639397
665	0.200844359
666	0.2006654047
667	0.2003069066
668	0.199991793
669	0.1997325711
670	0.1994818242
671	0.1993026618
672	0.1989752077
673	0.198848773
674	0.1986009455
675	0.1983921709
676	0.1981209809
677	0.197917804
678	0.1979013642
679	0.1976448591
680	0.1969698287
681	0.1968311329
682	0.1966442807
683	0.1962022869
684	0.1960470553
685	0.1954772265
686	0.1950982031
687	0.1948278017
688	0.1945935889
689	0.1943180693
690	0.194102515
691	0.1939059504
692	0.193887214
693	0.1935531268
694	0.1930592656
695	0.1926395494
696	0.1923766254
697	0.1922323785
698	0.191959959
699	0.1916396172
700	0.191230021
701	0.191090307
702	0.1906356515
703	0.1906131504
704	0.1904087322
705	0.1901444725
706	0.1899982757
707	0.1898844149
708	0.1894833602
709	0.1893187269
710	0.189030305
711	0.1886469064
712	0.1885367364
713	0.1882524947
714	0.1880270058
715	0.1876271303
716	0.1873475203
717	0.1871309106
718	0.1870370777
719	0.1870234433
720	0.1867771471
721	0.1867347034
722	0.1863502704
723	0.1862279383
724	0.1859562383
725	0.1857420428
726	0.1857218217
727	0.1855858472
728	0.1854819605
729	0.1851402849
730	0.1849602635
731	0.1846862805
732	0.1845055734
733	0.1844868171
734	0.1841740127
735	0.1841557439
736	0.1839827109
737	0.1833696484
738	0.1828258583
739	0.1825282392
740	0.1825127962
741	0.1823476938
742	0.1821029446
743	0.1818985134
744	0.1814016919
745	0.1813817112
746	0.1812111704
747	0.1808422037
748	0.1808061309
749	0.1805416326
750	0.180406828
751	0.1803746071
752	0.1801347033
753	0.1797667455
754	0.1797228504
755	0.1794515613
756	0.1792530712
757	0.179092551
758	0.1789687507
759	0.1787388921
760	0.178547652
761	0.1782987803
762	0.1780480793
763	0.1779175418
764	0.1777472264
765	0.1774442272
766	0.1774309279
767	0.1772795709
768	0.176923076
769	0.1768542475
770	0.1765447035
771	0.1761912929
772	0.1760311734
773	0.1757215732
774	0.1755050608
775	0.1752511617
776	0.1750874497
777	0.1749230519
778	0.1746970371
779	0.1744473514
780	0.1740345218
781	0.1738402977
782	0.173790862
783	0.1736174706
784	0.1735497899
785	0.1734700264
786	0.1732894825
787	0.1730681702
788	0.1727726785
789	0.1725866004
790	0.1724239242
791	0.1723913275
792	0.1722754967
793	0.1720798253
794	0.1718871686
795	0.171581974
796	0.1713541137
797	0.1713395064
798	0.1711358971
799	0.1709427234
800	0.1707922171
801	0.1704854578
802	0.1703624758
803	0.1701517137
804	0.1700966287
805	0.1697671737
806	0.1697485845
807	0.1696510373
808	0.169590705
809	0.169531015
810	0.1694928137
811	0.1692899472
812	0.1690775471
813	0.1687843354
814	0.1684262492
815	0.1683686373
816	0.1683597379
817	0.1682398364
818	0.1682286486
819	0.1682143274
820	0.167998666
821	0.1679105378
822	0.1676947862
823	0.1674900261
824	0.1671511465
825	0.1668247013
826	0.1666176803
827	0.1662094762
828	0.1658718762
829	0.1654472873
830	0.1654315055
831	0.165251734
832	0.1648626264
833	0.1646916842
834	0.1645880378
835	0.1644860569
836	0.1643567518
837	0.1641538072
838	0.1637640797
839	0.1633967079
840	0.1631593726
841	0.163008388
842	0.1628066578
843	0.1626389018
844	0.1623787833
845	0.1622583316
846	0.1621599017
847	0.1620190688
848	0.1619278538
849	0.1618574588
850	0.1614562613
851	0.1614410121
852	0.1612692309
853	0.1610258989
854	0.1609225562
855	0.1608446975
856	0.1606307794
857	0.16037059
858	0.1600020675
859	0.1599949372
860	0.1598965945
861	0.1597330497
862	0.1596245065
863	0.1594005536
864	0.1592353449
865	0.1590917704
866	0.1588856328
867	0.1586576037
868	0.1584073486
869	0.1583029102
870	0.1581304308
871	0.1578087517
872	0.1577522577
873	0.1574490737
874	0.1573216443
875	0.1570628539
876	0.1568403885
877	0.1565961106
878	0.1563868063
879	0.1561919459
880	0.1559246627
881	0.1555587991
882	0.1552006746
883	0.1551017735
884	0.1547260358
885	0.1546088768
886	0.1544481553
887	0.1542152484
888	0.1541302105
889	0.1537611526
890	0.1536698652
891	0.1533534901
892	0.153115743
893	0.1529973835
894	0.1526978141
895	0.1524738231
896	0.152464952
897	0.152355417
898	0.1521333985
899	0.1519579007
900	0.1518725697
901	0.1515198275
902	0.1513273851
903	0.1510041284
904	0.1509586794
905	0.1507779235
906	0.1505068303
907	0.1505018204
908	0.1502587733
909	0.1500608367
910	0.1499079372
911	0.1497534408
912	0.1496059288
913	0.1493303188
914	0.148984922
915	0.1487518891
916	0.1485332108
917	0.1483797716
918	0.1482682389
919	0.1479953035
920	0.1478130475
921	0.1477997956
922	0.1475392571
923	0.1472731822
924	0.147034253
925	0.1469277937
926	0.1467486846
927	0.1465987699
928	0.1463917185
929	0.1460670709
930	0.1459779693
931	0.1458318869
932	0.1455010316
933	0.1454960429
934	0.1453078176
935	0.1451805454
936	0.1450394013
937	0.1449747826
938	0.1448347574
939	0.1446880566
940	0.1445275004
941	0.1442726537
942	0.1440771463
943	0.1439308083
944	0.1437062781
945	0.1435342437
946	0.1434009931
947	0.1431876997
948	0.1431066532
949	0.1429925135
950	0.142730501
951	0.1425181224
952	0.1423365525
953	0.1419981745
954	0.1415450752
955	0.1414707125
956	0.14124552
957	0.1411163466
958	0.1410734057
959	0.1408996656
960	0.1408426804
961	0.1407110983
962	0.1406186285
963	0.1403137365
964	0.1400753748
965	0.1397772705
966	0.1396105204
967	0.1395225745
968	0.1392680513
969	0.1391369948
970	0.1388422714
971	0.1385525897
972	0.1383914175
973	0.1382616265
974	0.1381376193
975	0.1379981076
976	0.1379070894
977	0.1376561316
978	0.137457568
979	0.1373459922
980	0.1372818853
981	0.1371515939
982	0.1370802295
983	0.136948746
984	0.1367548963
985	0.1365791668
986	0.1362731849
987	0.1360461659
988	0.1357432994
989	0.1353958776
990	0.1352682679
991	0.1349223039
992	0.1348364931
993	0.1345598852
994	0.134477487
995	0.1343508821
996	0.1343252061
997	0.1340891143
998	0.1338129998
999	0.1336981955
